,Unnamed: 0.1,Unnamed: 0,article,qid,total_pageviews,description,category,page_size,revisions_since_2024,incoming_number,outgoing_number
715,715,715,Smoking_and_Health,Q1247555,3279,1964 US government report on the health effects of smoking,Mid-importance,11904.0,28,28,76
716,716,716,Smoking_ban_in_England,Q4354880,95,legislation making smoking at work illegal,Unknown-importance,95.0,0,38,5
717,717,717,Smoking_bans_in_the_United_Kingdom,Q4354880,191,legislation making smoking at work illegal,Unknown-importance,30723.0,37,134,385
718,718,718,Smoking_cessation,Q2462253,23382,process of discontinuing tobacco smoking,Low-importance,146498.0,62,769,1108
719,719,719,Smoking_in_Japan,Q5365087,1306,Aspect of public health in Japan,Low-importance,19224.0,16,307,413
720,720,720,Smoking_in_North_Korea,Q28130436,132,overview about smoking in North Korea,Low-importance,30542.0,15,285,430
721,721,721,Snap_Fitness,Q7547254,193,US multinational fitness center franchise,Low-importance,8957.0,30,14,27
722,722,722,Soap,Q34396,245401,"salt of fatty acids, used for washing and cleaning",High-importance,47142.0,61,938,350
723,723,723,Social_determinants_of_health,Q3045352,14393,economic and social conditions that influence individual and group differences in health status,Mid-importance,108330.0,100,991,1231
724,724,724,Social_stigma_of_obesity,Q7074872,4146,weight prejudice,Unknown-importance,79449.0,101,606,887
725,725,725,Socialist_Health_Association,Q15995477,459,British industry trade group for medical professionals in the Labour Party,Low-importance,10912.0,4,338,416
726,726,726,Societal_impacts_of_cars,Q2215004,253,positive and negative impacts of cars on society,Low-importance,85.0,1,5,5
727,727,727,Soot,Q13174856,3563,carbonaceous residue from incomplete combustion,Unknown-importance,25148.0,51,610,375
728,728,728,Sophrology,Q1263718,227,relaxation technique based on yoga,Low-importance,26375.0,18,6,100
729,729,729,SoulCycle,Q17084730,4253,American fitness company and brand headquartered in New York City,Low-importance,21602.0,17,60,140
730,730,730,Southwest_Detroit_Hospital,Q60766583,2015,"former hospital in Michigan, United States",Low-importance,15098.0,8,4,56
731,731,731,Spa,Q1341387,20043,location where mineral-rich spring water is used to give medicinal baths,High-importance,46949.0,41,1042,273
732,732,732,Spa_town,Q4946461,6623,specialized resort town situated around a mineral spa,Low-importance,20181.0,28,727,390
733,733,733,Space_adaptation_syndrome,Q1365937,5250,human disease,Low-importance,19161.0,16,265,350
734,734,734,Sparx_(video_game),Q16267774,114,2013 video game,Unknown-importance,5200.0,4,6,36
735,735,735,Spins,Q112078332,156,adverse reaction of intoxication,Low-importance,13240.0,3,222,323
736,736,736,Sports_medicine,Q840545,3639,medical branch concerned with the effects of sport and exercise,Mid-importance,42866.0,41,1157,479
737,737,737,Sports_periodization,Q7579936,221,systematic planning of athletic or physical training,Mid-importance,20087.0,8,109,151
738,738,738,Sports_science,Q1298380,106,interdisciplinary study of physical activity,High-importance,19680.0,29,490,214
739,739,739,Squat_(exercise),Q1755746,69358,workout that targets the legs,High-importance,48346.0,92,479,262
740,740,740,Squat_thrust,Q98067966,110,bodyweight exercise,Unknown-importance,1696.0,0,6,11
741,741,741,Squat_toilet,Q1363734,66497,toilet used by squatting,Low-importance,19505.0,50,171,219
742,742,742,Starvation_response,Q14901436,1859,any process that results in a change in state or activity of a cell or an organism,Low-importance,22581.0,11,80,154
743,743,743,Stephania_Bell,Q7608203,13323,American writer,Unknown-importance,7606.0,4,44,210
744,744,744,Straight_razor,Q597040,9276,knife used to remove body hair,Low-importance,69556.0,33,567,663
745,745,745,Strength_training,Q12834857,92252,performance of physical exercises designed to improve strength,Mid-importance,84830.0,127,519,662
746,746,746,Stress_management,Q1404268,5131,collective term for methods and coping strategies to reduce or eliminate mental or physical stress,High-importance,67734.0,116,309,379
747,747,747,Stretching,Q1183039,15698,form of physical exercise where a muscle is stretched to improve it,High-importance,27346.0,55,148,223
748,748,748,Strigil,Q282837,6093,curved blade used by ancient Greeks and Romans to scrape sweat and dirt from the skin after exercise or while bathing,Low-importance,9282.0,15,117,117
749,749,749,Suicide_in_India,Q7635378,93,Statistics and causes of suicide in India.,Low-importance,44018.0,105,431,514
750,750,750,Suicide_in_the_United_Kingdom,Q16154904,136,Statistics and causes of suicide in the U.K.,Low-importance,35423.0,87,343,406
751,751,751,Suicide_of_Sophia,Q116814600,91,2022 death in Canada,Low-importance,5069.0,10,1,18
752,752,752,Sun_protection_factor,Q827658,300,topical skin product that helps protect against sunburn,High-importance,45.0,0,27,1
753,753,753,Sun_tanning,Q321458,27722,the darkening of skin in response to ultraviolet light,Low-importance,35849.0,30,338,338
754,754,754,Sunlight_(cleaning_product),Q7640482,93,brand of household soap,Low-importance,10802.0,15,171,223
755,755,755,Sunscreen,Q827658,50198,topical skin product that helps protect against sunburn,High-importance,123001.0,165,301,592
756,756,756,Sunsilk,Q596546,143,hair care brand produced by the Unilever group,Low-importance,9008.0,28,239,210
757,757,757,Superfood,Q3772675,299,marketing term for food with supposed health benefits,Unknown-importance,14917.0,22,249,357
758,758,758,Supersize,Q1566840,4679,size or an extent,Low-importance,2800.0,14,163,180
759,759,759,Supervised_injection_site,Q1259963,4190,medical facility,Low-importance,72367.0,84,970,662
760,760,760,Susan_Powter,Q7648301,98449,"Australian author, motivational speaker",Low-importance,32571.0,186,30,139
761,761,761,Swaddling,Q130044,7277,practice of wrapping infants so as to restrict movement,Low-importance,37429.0,15,162,96
762,762,762,Swarfega,Q7653861,39025,heavy-duty hand cleaning product,Low-importance,6290.0,5,14,47
763,763,763,Swimming_pool_sanitation,Q1511642,166,process of maintaining a clean swimming pool,Low-importance,36350.0,32,34,143
764,764,764,Swimming_stroke,Q1154385,11521,swimming style,Low-importance,17636.0,15,41,69
765,765,765,Sylvia_Burwell,Q12014326,426,former United States Secretary of Health and Human Services,Low-importance,91.0,0,17,2
766,766,766,Sylvia_Mathews_Burwell,Q12014326,12512,former United States Secretary of Health and Human Services,Low-importance,51030.0,41,277,382
767,767,767,T._Colin_Campbell,Q900850,2133,American biochemist,Low-importance,40493.0,98,429,684
768,768,768,Table_of_food_nutrients,Q25324146,158,Wikimedia list article,Unknown-importance,31906.0,7,7,322
769,769,769,Tadasana,Q196299,117,standing pose in modern yoga,Mid-importance,10918.0,18,123,298
770,770,770,Tae_Bo,Q2165726,19970,total body fitness system,Low-importance,5530.0,16,40,36
771,771,771,Tanning_bed,Q646347,1493,tanning using an artificial source of ultraviolet light,Unknown-importance,28.0,0,56,1
772,772,772,Tanning_beds,Q646347,105,tanning using an artificial source of ultraviolet light,Unknown-importance,28.0,0,10,1
773,773,773,Tanning_booths,Q646347,299,tanning using an artificial source of ultraviolet light,Unknown-importance,43.0,0,1,1
774,774,774,Tanning_salon,Q646347,240,tanning using an artificial source of ultraviolet light,Unknown-importance,28.0,0,15,1
775,775,775,Tedros_Adhanom,Q16196017,4109,"Ethiopian and politician, Director-General of the World Health Organization",High-importance,77.0,0,98,5
776,776,776,Tedros_Adhanom_Ghebreyesus,Q16196017,57771,"Ethiopian and politician, Director-General of the World Health Organization",High-importance,127425.0,131,1490,2151
777,777,777,Telehealth,Q46994,69237,providing clinical health care from a distance through telecommunication and information technology,Low-importance,192996.0,141,402,1161
778,778,778,Terry_Huang,Q59617875,377,professor,Low-importance,4397.0,33,2,29
779,779,779,The_Art_of_Massage,Q30078048,318,1895 work by John Harvey Kellogg,Low-importance,8472.0,4,2,32
780,780,780,The_Association_of_Licentiates_of_Medical_Council_of_Hong_Kong,Q99131123,215,non-profit professional medical organization representing licentiate doctors in Hong Kong,Low-importance,13878.0,1,3,47
781,781,781,The_Beachbody_Company,Q4875834,2494,Fitness and nutrition company,Low-importance,15914.0,38,21,70
782,782,782,The_Body_Book,Q18389306,108,2013 health book,Low-importance,5729.0,3,2,24
783,783,783,The_Cambridge_Diet,Q3132857,515,Meal replacement fad diet,Low-importance,10894.0,2,156,196
784,784,784,The_China_Study,Q1820616,14420,book by T. Colin Campbell and Thomas M. Campbell II,Unknown-importance,17735.0,14,623,696
785,785,785,The_New_Jewish_Home,Q30280291,180,"healthcare organization in New York, United States",Low-importance,32084.0,3,29,103
786,786,786,The_Oath_of_Love,Q76823546,116,2022 Chinese romantic drama television series,Low-importance,15846.0,9,85,133
787,787,787,The_Spirit_Catches_You_and_You_Fall_Down,Q7765894,19938,book by Anne Fadiman,Unknown-importance,17119.0,10,49,118
788,788,788,The_Story_of_Menstruation,Q2414470,2186,1946 animated short film directed by Jack Kinney,Low-importance,7638.0,12,12,38
789,789,789,The_World_Deadlift_Championships,Q98078261,166,annual strength competition,Low-importance,39350.0,84,26,129
790,790,790,Therapy,Q179661,74810,"attempted medical remediation of a health problem, usually following a diagnosis",Low-importance,40636.0,108,1732,581
791,791,791,ThighMaster,Q7784123,777,exercise product,High-importance,5877.0,3,18,38
792,792,792,Thighmaster,Q7784123,5500,exercise product,High-importance,72.0,0,2,5
793,793,793,Thimerosal_controversy,Q3689384,647,Controversy,Unknown-importance,37.0,0,7,1
794,794,794,Thiomersal_and_vaccines,Q3689384,5685,Controversy,Unknown-importance,57271.0,30,783,676
795,795,795,This_Is_Your_Brain_on_Drugs,Q7785995,1311,US anti-drug campaign,Low-importance,17962.0,31,38,134
796,796,796,Throat_lozenge,Q1788872,56248,medicated tablet,Low-importance,4712.0,25,224,196
797,797,797,Time_for_Timer,Q7805309,494,television series,Low-importance,5057.0,17,18,39
798,798,798,Tobacco,Q1566,357368,agricultural product processed from the leaves of plants in genus nicotiana,Low-importance,108593.0,152,5379,1834
799,799,799,Tobacco_Master_Settlement_Agreement,Q17112596,15258,lawsuit settlement in the United States,Low-importance,51830.0,16,314,203
800,800,800,Tobacco_consumption_by_country,Q7242345,221,percentage of population smoking tobacco,Mid-importance,59.0,3,122,5
801,801,801,Tobacco_packaging_warning_messages,Q2874247,651,labels on tobacco products warning of the negative impacts,Low-importance,170003.0,197,262,580
802,802,802,Tobacco_smoking,Q7212330,68618,practice of burning tobacco and inhaling the resulting smoke,High-importance,134675.0,84,1429,1629
803,803,803,Toilet_paper,Q5840,81163,tissue paper for cleaning after urination or defecation,Low-importance,47021.0,46,450,463
804,804,804,Tom's_of_Maine,Q7814699,1096,Umbrella Brand,Low-importance,7481.0,18,67,90
805,805,805,Tonsil_carcinoma,Q18553563,91,tonsil cancer that has material basis in squamous cells,Unknown-importance,22786.0,2,4,75
806,806,806,Tony_Horton_(personal_trainer),Q7822596,57553,American personal trainer,Low-importance,5029.0,10,12,41
807,807,807,Tony_Little,Q7822795,15325,American exercise instructor,Low-importance,11837.0,16,21,93
808,808,808,Tooth_Tunes,Q7824253,2043,children's toothbrush featuring music,Low-importance,2831.0,4,5,24
809,809,809,Toothbrush,Q134205,10558,"oral hygiene instrument used to clean the teeth, gums, and tongue",High-importance,35792.0,81,351,479
810,810,810,Toothpaste,Q35855,46597,paste or gel dentifrice used to clean and maintain the health of teeth,High-importance,62660.0,129,417,540
811,811,811,Towel,Q131696,777,absorbent fabric or paper used for drying or wiping a body or a surface,Mid-importance,12095.0,79,148,81
812,812,812,Tracy_Anderson,Q7831678,16049,American fitness trainer and author,Low-importance,7244.0,10,16,34
813,813,813,Transgender_health_care,Q28130218,30409,prevention of disease and promotion of wellbeing for transgender individuals,Mid-importance,177687.0,199,1179,1252
814,814,814,Treadmill,Q839144,5565,exercise machine,Low-importance,23347.0,50,225,97
815,815,815,Tree_pose,Q639721,270,standing balancing yoga asana,Mid-importance,8911.0,9,252,354
816,816,816,Truth_(anti-tobacco_campaign),Q7711659,98,anti-tobacco campaign,Low-importance,36345.0,18,24,143
817,817,817,Typhoid,Q83319,234861,bacterial infectious disorder contracted by consumption of food or drink contaminated with Salmonella typhi. This disorder is common in developing countries and can be treated with antibiotics.,Low-importance,80.0,1,1007,7
818,818,818,Typhoid_fever,Q83319,372953,bacterial infectious disorder contracted by consumption of food or drink contaminated with Salmonella typhi. This disorder is common in developing countries and can be treated with antibiotics.,Low-importance,99708.0,102,2373,748
819,819,819,Ultra-processed_food,Q48931140,70753,type of processed food characterized by cheap ingredients and design for consumer appeal,Mid-importance,59771.0,207,93,308
820,820,820,Underweight,Q1146902,375,classification of human body weight,Unknown-importance,19715.0,25,199,295
821,821,821,Unisex_public_toilet,Q24922,2594,public restroom or toilet,Low-importance,102816.0,117,481,692
822,822,822,UnitedHealth,Q2103926,302371,for-profit health care company,High-importance,32.0,0,11,1
823,823,823,UnitedHealthCare,Q2103926,100332,for-profit health care company,High-importance,110.0,1,3,13
824,824,824,UnitedHealth_Group,Q2103926,543840,for-profit health care company,High-importance,97395.0,309,734,717
825,825,825,United_States_Army_Physical_Fitness_Test,Q626450,67056,U.S. Army fitness test,Unknown-importance,22620.0,18,27,47
826,826,826,United_States_Department_of_Veterans_Affairs,Q592576,136048,department of the United States government,Low-importance,58762.0,80,2332,555
827,827,827,"United_States_Senate_Committee_on_Agriculture,_Nutrition,_and_Forestry",Q7891257,247,standing committee of the United States Senate,Low-importance,53803.0,53,377,329
828,828,828,"United_States_Senate_Committee_on_Agriculture,_Nutrition_and_Forestry",Q7891257,229,standing committee of the United States Senate,Low-importance,131.0,0,188,5
829,829,829,"United_States_Senate_Committee_on_Health,_Education,_Labor_and_Pensions",Q2495438,5426,Standing committee of the United States Senate,Low-importance,37275.0,42,569,267
830,830,830,Universal_health_care,Q3274205,73197,system that grants access to healthcare to all residents or citizens of a country or region,Mid-importance,62596.0,125,946,386
831,831,831,University_of_Colorado_Physical_Therapy_Program,Q125421431,146,"doctor of Physical Therapy Program in Colorado, USA",Low-importance,24936.0,43,6,106
832,832,832,Unlicensed_assistive_personnel,Q1078096,2050,paraprofessionals who assist with bedside care under the supervision of a registered nurse,Low-importance,24346.0,17,316,383
833,833,833,Urban_green_space,Q22652,786,green area planned in an urban location,Low-importance,55963.0,148,517,347
834,834,834,Usana_Health_Sciences,Q2502355,368,American multi-level marketing company,Mid-importance,36463.0,32,102,280
835,835,835,VO2_max,Q60354,157866,"maximum rate of oxygen consumption as measured during incremental exercise, most typically on a motorized treadmill",High-importance,33379.0,24,119,171
836,836,836,Vajrasana_(yoga),Q2043002,981,asana in yoga,Mid-importance,6283.0,18,157,347
837,837,837,Valsalva_maneuver,Q1427231,172901,technique for equalising pressure in the middle ears,Mid-importance,24239.0,23,1350,1515
838,838,838,Vegetarian,Q83364,152650,practice of abstaining from the consumption of meat,Mid-importance,81.0,1,1114,7
839,839,839,Vegetarianism,Q83364,110761,practice of abstaining from the consumption of meat,Mid-importance,201277.0,229,3566,2843
840,840,840,Vemma,Q14680767,551,American multi-level marketing company,Low-importance,27619.0,18,101,205
841,841,841,Ventilated_cigarette,Q6546512,220,type of cigarette,Mid-importance,21957.0,12,102,150
842,842,842,Veradigm,Q4733274,407,American company,Low-importance,15561.0,12,16,196
843,843,843,Very-low-calorie_diet,Q4310180,4170,diet with very or extremely low daily food energy consumption,Mid-importance,21433.0,10,177,371
844,844,844,Vestibular_rehabilitation,Q60742850,1893,form of physical therapy for vestibular disorders,Low-importance,23913.0,16,8,67
845,845,845,Vibrating_belt_machine,Q47529319,674,excercise machine,Low-importance,2659.0,4,4,10
846,846,846,Villejuif_leaflet,Q2661225,361,1970s misinformation about food additives,Unknown-importance,8302.0,8,7,105
847,847,847,Vin_Gupta_(pulmonologist),Q110620404,13787,American scientist,Low-importance,19352.0,24,5,104
848,848,848,WakeUpNow,Q19866297,541,American multi-level marketing company,Low-importance,4261.0,3,95,115
849,849,849,Walking,Q6537379,7265,"one of the main gaits of locomotion among legged animals, typically slower than running and other gaits; characterized by a 'vaulting' movement of the body over the legs, frequently described as an inverted pendulum",High-importance,58994.0,131,923,668
850,850,850,Washing,Q23841,345,method of cleaning using flowing liquid,High-importance,6381.0,16,80,173
851,851,851,Water_supply,Q1061108,1621,"provision of water by public utilities, commercial organisations, community endeavors or by individuals",Low-importance,41032.0,27,1722,373
852,852,852,Watkins_Incorporated,Q7974706,1542,"manufacturer of health remedies, baking products, and other household items",Low-importance,9715.0,18,23,120
853,853,853,Wayne_McLaren,Q1349807,272,"Stuntman, model, actor, rodeo performer (1940–1992)",Low-importance,5183.0,3,11,36
854,854,854,WebMD,Q3536160,44769,American corporation which provides health information services,Mid-importance,13892.0,20,432,85
855,855,855,Weight-loss,Q718113,5476,reduction of the total body mass,High-importance,48.0,1,11,5
856,856,856,Weight_Loss,Q718113,1846,reduction of the total body mass,High-importance,57.0,0,5,6
857,857,857,Weight_Watchers_(diet),Q84763014,201,commercial diet and program for weight loss and healthier diet,Unknown-importance,15827.0,16,126,215
858,858,858,Weight_gain,Q3403879,283,increase in a person's total body mass,Unknown-importance,11929.0,20,260,207
859,859,859,Weight_loss,Q718113,126961,reduction of the total body mass,High-importance,51034.0,48,761,439
860,860,860,Weight_loss_camp,Q17075504,828,,Mid-importance,5076.0,16,84,127
861,861,861,Weight_plate,Q2220762,6121,strength training equipment,Unknown-importance,18389.0,9,18,84
862,862,862,Weightlifting,Q114397581,2723,sport or exercise involving lifting weights,High-importance,17058.0,38,354,93
863,863,863,WellCare,Q7981065,1395,American health insurance company,Low-importance,15924.0,19,23,82
864,864,864,Wendell_Potter,Q7982468,10218,"Former American health insurance executive, whistleblower, and single-payer healthcare advocate",Low-importance,13414.0,6,16,77
865,865,865,Wet-bulb_conditions,Q107739565,1067,,Low-importance,34.0,0,1,1
866,866,866,Why_We_Sleep,Q42530022,11298,book by Matthew Walker,Unknown-importance,21908.0,30,6,93
867,867,867,Will_Bulsiewicz,Q110404137,1868,American gastroenterologist,Low-importance,16549.0,100,413,518
868,868,868,William_Addis_(entrepreneur),Q18716080,96,English entrepreneur; (1734-1808),Low-importance,5967.0,17,8,35
869,869,869,William_R._Frist,Q20740866,169,"American businessperson, board member, a principal of Frist Capital LLC",Low-importance,6087.0,4,5,38
870,870,870,Winter-over_syndrome,Q8026184,2836,psychological condition related to the Antarctic winter,Low-importance,7263.0,6,8,52
871,871,871,Wireless_device_radiation_and_health,Q612254,1191,health Phenomenon,Low-importance,54249.0,49,297,522
872,872,872,Workaholic,Q629149,7006,person who works compulsively,Mid-importance,8573.0,8,586,511
873,873,873,Workplace_wellness,Q17090349,281,any workplace health promotion activity or organizational policy designed to support healthy behavior in the workplace and to improve health outcomes,Low-importance,78557.0,68,395,812
874,874,874,World_Patient_Safety_Day,Q67604123,97,one of WHO's global public health days,Unknown-importance,8119.0,20,9,42
875,875,875,Worldwide_Roar_(organization),Q104870664,267,non-profit mental health organization,Low-importance,12390.0,8,1,49
876,876,876,Wrexham_and_East_Denbighshire_War_Memorial_Hospital,Q123807853,1157,"former hospital, now college building, in Wrexham, Wales",Low-importance,14834.0,14,269,363
877,877,877,Yoga,Q9350,606990,"group of physical, mental and spiritual practices originating from ancient India",High-importance,151089.0,306,4755,1872
878,878,878,Yoga_as_exercise,Q65091595,4324,physical activity consisting mainly of yoga poses,High-importance,105306.0,106,787,1178
879,879,879,Young_Living,Q18067581,2947,American multi-level marketing company,Low-importance,23704.0,17,103,179
880,880,880,Zero_emission_zone,Q647266,127,defined area,High-importance,59.0,1,1,6
881,881,881,Zumba,Q229680,42089,dance fitness program,Mid-importance,22096.0,51,154,142
882,882,882,Zyzz,Q2618609,181047,Russian-born Australian bodybuilder and Internet celebrity and peruvian,Mid-importance,24173.0,41,23,114
